c_id	text_x	transcript	text_y
332896	消防车到达之前，房子就全烧了。	Xiao1fang2che1 dao4da2 zhi1qian2, fang2zi5 jiu4 quan2 shao1 le5.	Before the fire engine arrived, the whole house was burnt down.
332897	我没见过也没听过这样的事。	Wo3 mei2 jian4 guo5 ye3 mei2 ting1 guo5 zhe4yang4 de5 shi4.	I have neither seen nor heard of such a thing.
332898	你支持还是反对堕胎？	Ni3 zhi1chi2 hai2shi5 fan3dui4 duo4tai1?	Are you for or against abortions?
332899	Ken七月底要去美国了。	Ken Qi1yue4 di3 yao4 qu4 Mei3guo2 le5.	Ken is going to the United States at the end of July.
332900	你的学校在这个城市吗？	Ni3 de5 xue2xiao4 zai4 zhe4ge5 cheng2shi4 ma5?	Is your school in this town?
332901	最后她没有来。	Zui4hou4 ta1 mei2you3 lai2.	After all she did not come.
332902	你叔叔让你开他的车了吗？	Ni3 shu1shu5 rang4 ni3 kai1 ta1 de5 che1 le5 ma5?	Did your uncle let you drive his car?
332903	昨晚我领居家着火了。	Zuo2wan3 wo3 ling3 ju1jia1 zhao2huo3 le5.	A fire broke out in my neighborhood last night.
332904	你的提议值得考虑。	Ni3 de5 ti2yi4 zhi2de5 kao3lv4.	Your proposal is worthy of being considered.
332905	她现在正待在她叔叔家。	Ta1 xian4zai4 zheng4 dai1 zai4 ta1 shu1shu5 jia1.	She is now staying at her uncle's house.
332906	你对女人有一套。	Ni3 dui4 nv3ren2 you3 yi1 tao4.	You have a way with women.
332907	我身负一个重要的任务。	Wo3 shen1 fu4 yi1 ge4 zhong4yao4 de5 ren4wu5.	I am charged with an important mission.
332908	着火了！快跑啊！	Zhao2huo3 le5! kuai4 pao3 a1!	Fire! Run!
332909	好习惯是从小养成的。	Hao3 xi2guan4 shi4 cong2 xiao3 yang3cheng2 de5.	Good habits should be cultivated in childhood.
332910	我们偶然碰到了她。	Wo3men5 ou3ran2 peng4dao4 le5 ta1.	We met her by accident.
332911	祝你旅途愉快。	Zhu4 ni3 lv3tu2 yu2kuai4.	I wish you a pleasant voyage.
332912	我开门的时候弄坏了锁。	Wo3 kai1men2 de5 shi2hou5 nong4huai4 le5 suo3.	In opening the door, I broke the lock.
332913	我有两个儿子，一个在东京，另一个在名古屋。	Wo3 you3 liang3 ge4 er2zi5, yi1 ge4 zai4 Dong1jing1, ling4 yi1 ge4 zai4 Ming2gu3wu1.	I have two sons; one is in Tokyo, and the other in Nagoya.
332914	她是什么时候出生的？	Ta1 shi4 shen2me5 shi2hou5 chu1sheng1 de5?	When was she born?
332916	我胃痛。	Wo3 wei4 tong4.	I have a stomachache.
332917	一些同学看见我给了他巧克力。	Yi1xie1 tong2xue2 kan4jian4 wo3 gei3 le5 ta1 qiao3ke4li4.	Some classmates saw me give him chocolate.
332919	国际货币基金组织不考虑再借款给该国。	Guo2ji4 Huo4bi4 Ji1jin1 Zu3zhi1 bu4 kao3lv4 zai4 jie4kuan3 gei3 gai1guo2.	The IMF ruled out any new loans to that country.
332920	因为我想成为翻译。	Yin1wei4 wo3 xiang3 cheng2wei2 fan1yi4.	Because I want to be a translator.
332921	乡间有很多树。	Xiang1jian1 you3 hen3 duo1 shu4.	The countryside has many trees.
332922	道路结冰导致了很多起事故。	Dao4lu4 jie2bing1 dao3zhi4 le5 hen3 duo1 qi3 shi4gu4.	Many accidents resulted from the icy conditions of the road.
332923	迟做总比不做好。	Chi2 zuo4 zong3 bi3 bu4 zuo4 hao3.	Better late than never.
332924	你乘飞机还是乘火车去？	Ni3 cheng2 fei1ji1 hai2shi4 cheng2 huo3che1 qu4?	Are you going by air or by train?
332926	这里允许拍照吗？	Zhe4li5 yun3xu3 pai1zhao4 ma5?	Are we allowed to take pictures here?
332927	他是非不分。	Ta1 shi4fei1 bu4 fen1.	He has no sense of right and wrong.
332928	数据表明年轻人抽烟的现象没有减少。	Shu4ju4 biao3ming2 nian2qing1ren2 chou1yan1 de5 xian4xiang4 mei2you3 jian3shao3.	As is evident from the data, smoking is not decreasing among the young.
332929	奈良是个非常古老的城市。	Nai4liang2 shi4 ge5 fei1chang2 gu3lao3 de5 cheng2shi4.	Nara is a very old city.
332930	她迷路了，紧接着天开始下雨了。	Ta1 mi2lu4 le5, jin3jie1 zhe5 tian1 kai1shi3 xia4yu3 le5.	She lost her way and on top of that it began to rain.
332931	她认为计划很好，但不可行。	Ta1 ren4wei2 ji4hua4 hen3 hao3, dan4 bu4 ke3xing2.	She thought the plan was fine but impractical.
332932	我们为表演者鼓掌。	Wo3men5 wei4 biao3yan3zhe3 gu3zhang3.	We gave the performer a clap.
332933	我在找关于古罗马历史的书。	Wo3 zai4 zhao3 guan1yu2 gu3 Luo2ma3 li4shi3 de5 shu1.	I'm looking for books on Roman history.
332934	我没朋友帮我。	Wo3 mei2 peng2you5 bang1 wo3.	I have no friends to help me.
332935	我不想等那么久。	Wo3 bu4 xiang3 deng3 ne4me5 jiu3.	I don't want to wait that long.
332936	他的忠告总是很明智。	Ta1 de5 zhong1gao4 zong3shi4 hen3 ming2zhi4.	His advice is always very sensible.
332937	我们都期待看到你和你的家人。	Wo3men5 dou1 qi1dai4 kan4 dao4 ni3 he2 ni3 de5 jia1ren2.	We're all looking forward to seeing you and your family.
332938	这是这个诗人出生的村子。	Zhe4 shi4 zhe4ge5 shi1ren2 chu1sheng1 de5 cun1zi5.	This is the village where the poet was born.
332939	让窗子关着。	Rang4 chuang1zi5 guan1 zhe5.	Keep the window closed.
332940	他的故事一部分是真的。	Ta1 de5 gu4shi5 yi1bu4fen5 shi4 zhen1de5.	Part of his story is true.
332941	他是美国人。	Ta1 shi4 Mei3guo2ren2.	He is an American.
332942	史密斯夫妇现在分居了。	Shi3mi4si1 fu1fu4 xian4zai4 fen1ju1 le5.	Mr. and Mrs. Smith live apart from each other now.
332943	我们吃面包夹黄油。	Wo3men5 chi1 mian4bao1 jia1 huang2you2.	We eat butter on bread.
332944	她不会乘飞机因为害怕坠机。	Ta1 bu4hui4 cheng2 fei1ji1 yin1wei4 hai4pa4 zhui4ji1.	She won't take an airplane for fear of a crash.
332945	你成功与否取决于你自身的努力。	Ni3 cheng2gong1 yu3 fou3 qu3jue2yu2 ni3 zi4shen1 de5 nu3li4.	Whether you succeed or not depends on your own efforts.
332946	他受邀做俱乐部的主席。	Ta1 shou4 yao1 zuo4 ju4le4bu4 de5 zhu3xi2.	He was invited to be the chairman of the club.
332947	知足常乐。	Zhi1zu2chang2le4.	Happy is the man who is contented.
332948	今晚你可以在他家联络到他。	Jin1wan3 ni3 ke3yi3 zai4 ta1 jia1 lian2luo4 dao4 ta1.	You can get in touch with him at his home tonight.
332949	你工作太努力了。	Ni3 gong1zuo4 tai4 nu3li4 le5.	You work too hard.
332950	得不到的东西就最想得到。	De2bu4dao4 de5 dong1xi5 jiu4 zui4 xiang3 de2dao4.	It is the things that we do not possess which seem to us most desirable.
332951	学校8点半开始上课。	Xue2xiao4 ba1 dian3 ban4 kai1shi3 shang4ke4.	School begins at eight-thirty.
332952	这个月底前，我们必须交报告。	Zhe4ge5 yue4di3 qian2, wo3men5 bi4xu1 jiao1 bao4gao4.	We have to turn in our reports by the end of this month.
332953	他这个时候该到了。	Ta1 zhe4ge5 shi2hou5 gai1 dao4 le5.	This is the time he normally arrives.
332955	很难说明天的天气将会怎样。	Hen3 nan2shuo1 ming2tian1 de5 tian1qi4 jiang1 hui4 zen3yang4.	It's hard to predict what the weather will be like tomorrow.
332957	他丢了块肉给一条狗。	Ta1 diu1 le5 kuai4 rou4 gei3 yi1 tiao2 gou3.	He threw a piece of meat to a dog.
332958	我会给你开个药方。	Wo3 hui4 gei3 ni3 kai1 ge5 yao4fang1.	I'll give you a prescription.
332959	不要探听别人的事。	Bu4 yao4 tan4ting1 bie2ren5 de5 shi4.	Don't pry into the affairs of others.
332960	纽约市的人口有多少？	Niu3yue1 Shi4 de5 ren2kou3 you3 duo1shao5?	How large is the population of New York City?
332961	天知道他去哪儿了。	Tian1zhi1dao4 ta1 qu4 na3r5 le5.	Who knows where he has gone.
332962	她在一棵树下坐着。	Ta1 zai4 yi1 ke1 shu4 xia4 zuo4 zhe5.	She was sitting under a tree.
332963	我的一个叔叔给我了一些有用的建议。	Wo3 de5 yi1 ge4 shu1shu5 gei3 wo3 le5 yi1xie1 you3yong4 de5 jian4yi4.	An uncle of mine gave me some useful advice.
332966	她很想要一条新的连衣裙。	Ta1 hen3 xiang3yao4 yi1 tiao2 xin1 de5 lian2yi1qun2.	She wants a new dress badly.
332967	日本人放弃了战争。	Ri4ben3ren2 fang4qi4 le5 zhan4zheng1.	The Japanese people have renounced war.
332968	控制一个班级需要你做老师的所有技能。	Kong4zhi4 yi1 ge4 ban1ji2 xu1yao4 ni3 zuo4 lao3shi1 de5 suo3you3 ji4neng2.	To control a class calls for all your skills as a teacher.
332969	我想知道这个冬天在我们的城市会不会下雪。	Wo3 xiang3 zhi1dao4 zhe4ge5 dong1tian1 zai4 wo3men5 de5 cheng2shi4 hui4 bu4 hui4 xia4xue3.	I wonder if it will snow in our town this winter.
332970	他弟弟是个有名的足球选手。	Ta1 di4di5 shi4 ge5 you3ming2 de5 zu2qiu2 xuan3shou3.	His brother is a famous soccer player.
332971	铃响了。	Ling2 xiang3 le5.	The bell rang.
332972	响了。	Xiang3 le5.	It rang.
332973	她的悲伤无法言喻。	Ta1 de5 bei1shang1 wu2fa3 yan2yu4.	No words can express her deep sorrow.
332978	我肯定你会喜欢我们今晚的菜肴。	Wo3 ken3ding4 ni3 hui4 xi3huan5 wo3men5 jin1wan3 de5 cai4yao2.	I'm sure you'll love what we have on the menu tonight.
332979	我能问一些问题吗？	Wo3 neng2 wen4 yi1xie1 wen4ti2 ma5?	May I ask a few questions?
332980	我期待很快就能收到你的信。	Wo3 qi1dai4 hen3 kuai4 jiu4 neng2 shou1dao4 ni3 de5 xin4.	I am looking forward to hearing from you soon.
332981	他在澳大利亚长大。	Ta1 zai4 Ao4da4li4ya4 zhang3da4.	He was brought up in Australia.
332982	我弟弟没我两年前高。	Wo3 di4di5 mei2 wo3 liang3 nian2 qian2 gao1.	My brother is not as tall as I was two years ago.
332983	他一直很担心他的女儿。	Ta1 yi1zhi2 hen3 dan1xin1 ta1 de5 nv3'er2.	He's always worrying about his daughter.
332984	难怪她表示不想再见到他了。因为他们分手了。	Nan2guai4 ta1 biao3shi4 bu4 xiang3 zai4jian4 dao4 ta1 le5. yin1wei4 ta1men5 fen1shou3 le5.	No wonder she doesn't want to see him again. Because they broke up.
332985	他的化学很差。	Ta1 de5 hua4xue2 hen3 cha4.	He is poor at chemistry.
332986	教堂位于山脚。	Jiao4tang2 wei4yu2 shan1jiao3.	The church is at the foot of a mountain.
332987	在公车上，一个陌生人和我说了话。	Zai4 gong1che1 shang4, yi1 ge4 mo4sheng1ren2 he2 wo3 shuo1 le5 hua4.	A stranger spoke to me on the bus.
332988	我很钦佩他的才干。	Wo3 hen3 qin1pei4 ta1 de5 cai2gan4.	I feel admiration for his talent.
332989	我猜想你可能是对的。	Wo3 cai1xiang3 ni3 ke3neng2 shi4 dui4 de5.	You could be right, I suppose.
332990	老师不可能说过这样的事。	Lao3shi1 bu4 ke3neng2 shuo1 guo5 zhe4yang4 de5 shi4.	The teacher cannot have said such a thing.
332991	失之毫厘，谬之千里。	Shi1 zhi1 hao2li2, miu4 zhi1 qian1 li3.	Slight inattention can cause a great disaster.
332993	今天我头痛欲裂。	Jin1tian1 wo3 tou2tong4-yu4lie4.	I have a bad headache today.
332994	退休后他的收入少了一半。	Tui4xiu1 hou4 ta1 de5 shou1ru4 shao3 le5 yi1 ban4.	His income was diminished by half after retirement.
332995	她答应几时见他？	Ta1 da1ying5 ji3 shi2 jian4 ta1?	When did she promise to meet him?
332996	我对你的厚颜无耻感到惊讶。	Wo3 dui4 ni3 de5 hou4yan2wu2chi3 gan3dao4 jing1ya4.	I'm amazed at your audacity.
332997	她太放任她的孩子们了。	Ta1 tai4 fang4ren4 ta1 de5 hai2zi5men5 le5.	She lets her children have their own way too much.
332999	年轻人应该尊敬老人。	Nian2qing1ren2 ying1gai1 zun1jing4 lao3ren2.	The young should respect the old.
333000	他不打算买一个摄像机。	Ta1 bu4 da3suan4 mai3 yi1 ge4 she4xiang4ji1.	He isn't going to buy a camera.
333001	他在城市里一直受到噪音或者其他的干扰。	Ta1 zai4 cheng2shi4 li3 yi1zhi2 shou4dao4 zao4yin1 huo4zhe3 qi2ta1 de5 gan1rao3.	He was always annoyed in the city by noises of one sort or another.
333002	他们的旅行因为火车延期了。	Ta1men5 de5 lv3xing2 yin1wei4 huo3che1 yan2qi1 le5.	Their journey was delayed because of the train.
333003	Steve看上去很高兴。	Steve kan4shang5qu5 hen3 gao1xing4.	Steve looks quite happy.
333004	她去过巴黎。	Ta1 qu4 guo5 Ba1li2.	She has been to Paris.
333005	我看见书桌上有朵花。	Wo3 kan4jian4 shu1zhuo1 shang4 you3 duo3 hua1.	I see a flower on the desk.
333007	我头撞到了门，肿了一块。	Wo3 tou2 zhuang4dao4 le5 men2, zhong3 le5 yi1 kuai4.	I bumped my head against the door and got a lump.
333008	你必须马上开始。	Ni3 bi4xu1 ma3shang4 kai1shi3.	You must start at once.
333010	我们在下个加油站停一下。	Wo3men5 zai4 xia4 ge4 jia1you2zhan4 ting2 yi1xia4.	Let's stop at the next gas station.
333012	你做了什么？	Ni3 zuo4 le5 shen2me5?	What did you make?
333013	舞台上有著名音乐家吗？	Wu3tai2 shang4 you3 zhu4ming2 yin1yue4jia1 ma5?	Are there any famous musicians on the stage?
333014	请你把冷气调高点。	Qing3 ni3 ba3 leng3qi4 tiao2 gao1 dian3.	Please turn up the AC a little bit.
333015	这不是我喜欢的类型。	Zhe4 bu4 shi4 wo3 xi3huan5 de5 lei4xing2.	This is not my type.
333016	我觉得你的工作可以。	Wo3 jue2de5 ni3 de5 gong1zuo4 ke3yi3.	I think your work is all right.
333028	这孩子能数到20。	Zhe4 hai2zi5 neng2 shu3 dao4 er2 shi2.	That child can count to twenty.
333029	这场秀棒极了，但是门票太贵了。	Zhe4 chang3 xiu4 bang4 ji2 le5, dan4shi4 men2piao4 tai4 gui4 le5.	The show was wonderful, but the tickets were too expensive.
333030	火车因大雪被耽搁了。	Huo3che1 yin1 da4xue3 bei4 dan1ge5 le5.	The train was delayed because of heavy snowfall.
333031	这只梨闻上去很香。	Zhe4 zhi1 li2 wen2shang4qu4 hen3 xiang1.	This pear smells nice.
333033	“你想再来点咖啡吗？”“不，谢谢。我够了。”	"Ni3 xiang3 zai4 lai2 dian3 ka1fei1 ma5? ""Bu4, xie4xie5. Wo3 gou4 le5."""	"Will you have some more coffee? ""No, thanks. I've had enough."""
333036	上个月，我们20岁的女儿生了个女孩。	Shang4 ge4 yue4, wo3men5 er4 shi2 sui4 de5 nv3'er2 sheng1 le5 ge5 nv3hai2.	Last month our twenty-year-old daughter gave birth to a baby girl.
333037	他们坚持让他走。	Ta1men5 jian1chi2 rang4 ta1 zou3.	They insist that he should go.
333038	我一直忙于写一部短篇小说。	Wo3 yi1zhi2 mang2yu2 xie3 yi1 bu4 duan3pian1 xiao3shuo1.	I have been busy writing a short story.
333039	我的工作是洗碗。	Wo3 de5 gong1zuo4 shi4 xi3 wan3.	My job is to wash dishes.
333040	我想坐在无烟区。	Wo3 xiang3 zuo4 zai4 wu2yan1 qu1.	I would like to sit in the non-smoking section.
333042	这辆车保养起来很贵。	Zhe4 liang4 che1 bao3yang3 qi5lai5 hen3 gui4.	It is expensive running this car.
333049	如果我是你，我会在这种困难的情况下做同样的事。	Ru2guo3 wo3 shi4 ni3, wo3 hui4 zai4 zhe4 zhong3 kun4nan5 de5 qing2kuang4 xia4 zuo4 tong2yang4 de5 shi4.	If I were you, I would have done the same thing in such a difficult situation.
333051	让我试试。	Rang4 wo3 shi4 shi4.	Let me have a try.
333067	巨大的柱子遮住了视线，让人看不到湖。	Ju4da4 de5 zhu4zi5 zhe1zhu4 le5 shi4xian4, rang4 ren2 kan4 bu4 dao4 hu2.	A large pillar obstructs the view of the lake.
333068	欢迎回家。	Huan1ying2 hui2jia1.	Welcome home.
333070	你只要在这里写下你的姓名和地址就行了。	Ni3 zhi3yao4 zai4 zhe4li5 xie3xia4 ni3 de5 xing4 ming2 he2 di4zhi3 jiu4 xing2 le5.	All you have to do is to write your name and address here.
333071	这是湖的最深处。	Zhe4 shi4 hu2 de5 zui4 shen1 chu4.	The lake is deepest at this point.
333073	我们整个夏天都和他们待在一起。	Wo3men5 zheng3ge4 xia4tian1 dou1 he2 ta1men5 dai1 zai4 yi1qi3.	We stayed with them all through the summer.
333078	那个穿棕色大衣的女人是谁？	Nei4ge5 chuan1 zong1se4 da4yi1 de5 nv3ren2 shi4 shei2?	Who is the woman in the brown coat?
333083	你可能是对的，但我和你意见相反。	Ni3 ke3neng2 shi4 dui4 de5, dan4 wo3 he2 ni3 yi4jian4 xiang1fan3.	You may be right, but I am against your opinion.
333084	我们同意了第二天一早开始。	Wo3men5 tong2yi4 le5 di4 er4 tian1 yi1 zao3 kai1shi3.	We agreed to start early the next morning.
333088	这家店从9点开到18点。	Zhe4 jia1 dian4 cong2 jiu3 dian3 kai1 dao4 shi2 ba1 dian3.	This shop is open from 9am to 6pm.
333091	你知道从火车站到市政府有多远？	Ni3 zhi1dao4 cong2 huo3che1zhan4 dao4 shi4zheng4fu3 you3 duo1yuan3?	Do you know how far it is from the station to city hall?
333093	你知道音乐家什么时候来这儿吗？	Ni3 zhi1dao4 yin1yue4jia1 shen2me5 shi2hou5 lai2 zhe4r5 ma5?	Do you know when the musician will come here?
333095	他在气头上，说了所有他想说的话就回家了。	Ta1 zai4 qi4tou2shang4, shuo1 le5 suo3you3 ta1 xiang3 shuo1 de5 hua4 jiu4 hui2jia1 le5.	In a fit of anger he said everything he wanted to say and went home.
333096	我总是在离手不远的地方放一本字典。	Wo3 zong3shi4 zai4 li2 shou3 bu4 yuan3 de5 di4fang5 fang4 yi1 ben3 zi4dian3.	I always keep a dictionary close at hand.
333097	树上有些苹果，不是吗？	Shu4 shang4 you3xie1 ping2guo3, bu4 shi4 ma5?	There are a few apples on the tree, aren't there?
333098	你想要什么？	Ni3 xiang3yao4 shen2me5?	What do you want?
333099	Ann在黑板上写了些什么。	Ann zai4 hei1ban3 shang4 xie3 le5 xie1 shen2me5.	Ann wrote something on the blackboard.
333100	Jane正要离开家。	Jane zheng4 yao4 li2kai1 jia1.	Jane was about to leave the house.
333101	他是营销部的负责人。	Ta1 shi4 ying2xiao1 bu4 de5 fu4ze2ren2.	He is the manager of the marketing department.
333102	没有水，我们无法生存。	Mei2you3 shui3, wo3men5 wu2fa3 sheng1cun2.	Without water, we cannot exist.
333103	我希望如此。	Wo3 xi1wang4 ru2ci3.	I hope so.
333104	我还了从图书馆借的书，又借了些新的。	Wo3 huan2 le5 cong2 tu2shu1guan3 jie4 de5 shu1, you4 jie4 le5 xie1 xin1 de5.	I returned the books I borrowed from the library, and I borrowed some new ones.
333105	我每天早上6点叫醒他。	Wo3 mei3 tian1 zao3shang5 liu4 dian3 jiao4xing3 ta1.	I wake him at six every morning.
333106	天日渐回暖。	Tian1 ri4jian4 hui2nuan3.	It's getting warmer day by day.
333107	现在他应该已经到了。	Xian4zai4 ta1 ying1gai1 yi3jing1 dao4 le5.	He should have arrived by now.
333108	我们很高兴今晚能见到大家。	Wo3men5 hen3 gao1xing4 jin1wan3 neng2 jian4 dao4 da4jia1.	We take great pleasure in meeting all of you this evening.
333109	彼得是一个利他主义的游戏玩家，他会把东西给需要的人，而不是为一己之私利出售。	Bi3de2 shi4 yi1 ge4 li4ta1 zhu3yi4 de5 you2xi4 wan2jia1, ta1 hui4 ba3 dong1xi5 gei3 xu1yao4 de5 ren2, er2 bu4 shi4 wei4 yi1ji3 zhi1 si1li4 chu1shou4.	Peter was an altruistic video game player; he would give items to people who needed them, rather than selling them for personal profit.
333110	这是我们的荣幸。	Zhe4 shi4 wo3men5 de5 rong2xing4.	It's our pleasure.
333111	我登上去伦敦的火车。	Wo3 deng1shang4 qu4 Lun2dun1 de5 huo3che1.	I got on the train for London.
333112	请不要做任何有损松野家族名声的事！	Qing3 bu4 yao4 zuo4 ren4he2 you3 sun3 song1ye3 jia1zu2 ming2sheng1 de5 shi4!	Please don't do anything that would besmirch the Matsuno family name!
333113	我妹妹每周上两次钢琴课。	Wo3 mei4mei5 mei3zhou1 shang4 liang3 ci4 gang1qin2ke4.	My sister takes piano lessons twice a week.
333114	所有苹果树都被砍倒了。	Suo3you3 ping2guo3 shu4 dou1 bei4 kan3 dao3 le5.	All the apple trees were cut down.
333115	他把头发剪短了。	Ta1 ba3 tou2fa5 jian3 duan3 le5.	He had his hair cut short.
333116	面对巨大的困难，他成功了。	Mian4dui4 ju4da4 de5 kun4nan5, ta1 cheng2gong1 le5.	He succeeded in the face of great difficulties.
333117	你已经见过史密斯先生了吗？	Ni3 yi3jing1 jian4guo5 Shi3mi4si1 xian1sheng5 le5 ma5?	Have you already met Mr Smith?
333118	Ann是啦啦队队长。	Ann shi4 la1la1dui4 dui4zhang3.	Ann is a cheerleader.
333119	他和班上其他男生一样聪明。	Ta1 he2 ban1shang4 qi2ta1 nan2sheng1 yi1yang4 cong1ming5.	He is as smart as any other boy in the class.
333120	你读给我听的时候，我就可以做缝纫了。	Ni3 du2 gei3 wo3 ting1 de5 shi2hou5, wo3 jiu4 ke3yi3 zuo4 feng2ren4 le5.	While you are reading to me, I can do my sewing.
333121	我们尽情在湖里游泳。	Wo3men5 jin4qing2 zai4 hu2 li3 you2yong3.	We enjoyed swimming in the lake.
333122	我不同意你的看法。	Wo3 bu4 tong2yi4 ni3 de5 kan4fa3.	I do not agree with you.
333123	种瓜得瓜，种豆得豆。	Zhong4 gua1 de2 gua1, zhong4 dou4 de2 dou4.	As you sow, so will you reap.
333125	大好的前途摆在他面前。	Da4 hao3 de5 qian2tu2 bai3 zai4 ta1 mian4qian2.	A brilliant future lay before him.
333126	这个房间里有个电视机。	Zhe4ge5 fang2jian1 li3 you3 ge5 dian4shi4ji1.	There is a television in this room.
333127	今天天气很好。	Jin1tian1 tian1qi4 hen3 hao3.	It's fine today.
333128	有些人喜欢运动，有些人不喜欢。	You3xie1ren2 xi3huan5 yun4dong4, you3xie1ren2 bu4 xi3huan5.	Some people like sports, and others don't.
333140	没人知道那机器长什么样子。	Mei2ren2 zhi1dao4 na4 ji1qi4 zhang3 shen2me5 yang4zi5.	Nobody knew what the machine was like.
333141	8月份没课。	Ba1 yue4fen4 mei2 ke4.	There is no school during August.
333142	你能猜到我有什么吗？	Ni3 neng2 cai1 dao4 wo3 you3 shen2me5 ma5?	Can you guess what I have?
333143	你的笔比我的好。	Ni3 de5 bi3 bi3 wo3 de5 hao3.	Your pen is better than mine.
333145	把你的名字用大写写下来。	Ba3 ni3 de5 ming2zi5 yong4 da4xie3 xie3 xia4lai2.	Write your name in capitals.
333146	花园被木栅栏围了起来。	Hua1yuan2 bei4 mu4 zha4lan2 wei2 le5 qi3lai5.	The garden was surrounded by a wooden fence.
333148	我们觉得他的威胁只是一个玩笑。	Wo3men5 jue2de5 ta1 de5 wei1xie2 zhi3shi4 yi1 ge4 wan2xiao4.	We thought his threat was only a joke.
333149	过去我们每个周末都去溜冰。	Guo4qu4 wo3men5 mei3ge5 zhou1mo4 dou1 qu4 liu1bing1.	We used to go skating every weekend.
333150	我家附近有个漂亮的公园。	Wo3 jia1 fu4jin4 you3 ge5 piao4liang5 de5 gong1yuan2.	There is a beautiful park near my home.
333151	如果不是因为有你的帮助，我不可能完成了这个工作。	Ru2guo3 bu4 shi4 yin1wei4 you3 ni3 de5 bang1zhu4, wo3 bu4 ke3neng2 wan2cheng2 le5 zhe4ge5 gong1zuo4.	If it had not been for your help, I couldn't have completed the work.
333152	字典上写的不总是对的。	Zi4dian3 shang4 xie3 de5 bu4 zong3shi4 dui4 de5.	What a dictionary says is not always right.
333153	Donna是含着金钥匙出生的。	Donna shi4 han2 zhe5 jin1 yao4shi5 chu1sheng1 de5.	Donna was born with a silver spoon in her mouth.
333154	我以前从没见过她。	Wo3 yi3qian2 cong2 mei2 jian4guo5 ta1.	Never have I seen her before.
333155	澳洲比南美洲小。	Ao4zhou1 bi3 Nan2mei3zhou1 xiao3.	Australia is smaller than South America.
333157	如果我是你，我也会这么做。	Ru2guo3 wo3 shi4 ni3, wo3 ye3 hui4 zhe4me5 zuo4.	If I were you, I would do the same.
333158	晚上好。	Wan3shang5 hao3.	Good evening.
333160	这条连衣裙很便宜。	Zhe4 tiao2 lian2yi1qun2 hen3 pian2yi5.	This dress is a good bargain.
333161	她教我如何游泳。	Ta1 jiao1 wo3 ru2he2 you2yong3.	She taught me how to swim.
333168	为什么你昨晚睡不着？	Wei4shen2me5 ni3 zuo2wan3 shui4bu5zhao2?	Why couldn't you sleep last night?
333169	他善用他的天赋。	Ta1 shan4yong4 ta1 de5 tian1fu4.	He makes good use of his talents.
333171	许多工人死于饥饿。	Xu3duo1 gong1ren2 si3yu2 ji1'e4.	Many of the workers died of hunger.
333172	她非常周到和耐心。	Ta1 fei1chang2 zhou1dao4 he2 nai4xin1.	She is very thoughtful and patient.
333179	你是我的一切。	Ni3 shi4 wo3 de5 yi1qie4.	You are everything to me.
333180	目前，我妹妹在一家超市当收银员。	Mu4qian2, wo3 mei4mei5 zai4 yi1 jia1 chao1shi4 dang1 shou1yin2 yuan2.	For the time being, my sister is an assistant in a supermarket.
333181	她邀请我们去她的生日派对。	Ta1 yao1qing3 wo3men5 qu4 ta1 de5 sheng1ri4 pai4dui4.	She invited us to her birthday party.
333182	她忙着编织。	Ta1 mang2zhe5 bian1zhi1.	She was busy with her knitting.
333184	他很难写他的名字。	Ta1 hen3 nan2 xie3 ta1 de5 ming2zi5.	He can scarcely write his name.
333185	我会在5点左右打电话给你。	Wo3 hui4 zai4 wu3 dian3 zuo3you4 da3 dian4hua4 gei3 ni3.	I'll call you around five o'clock.
333189	不要往我房间里看。	Bu4 yao4 wang3 wo3 fang2jian1 li3 kan4.	Don't look into my room.
333190	他们说她是在德国出生的。	Ta1men5 shuo1 ta1 shi4 zai4 De2guo2 chu1sheng1 de5.	They say that she was born in Germany.
333191	你累了，不是吗？	Ni3 lei4 le5, bu4 shi4 ma5?	You are tired, aren't you?
333192	我爸爸坚持要我去那地方看看。	Wo3 ba4ba5 jian1chi2 yao4 wo3 qu4 na4 di4fang5 kan4kan5.	My father insisted that I should go to see the place.
333193	她一整晚都在哭。	Ta1 yi1 zheng3 wan3 dou1 zai4 ku1.	She kept crying all night long.
333194	他半夜打了个电话给我。	Ta1 ban4ye4 da3 le5 ge5 dian4hua4 gei3 wo3.	He gave me a ring at midnight.
333195	他的性情古怪。	Ta1 de5 xing4qing2 gu3guai4.	He's a strange character.
333197	飞行愉快！	Fei1xing2 yu2kuai4!	Have a nice flight.
333198	学校因大雪停课一天。	Xue2xiao4 yin1 da4 xue3 ting2ke4 yi1 tian1.	School was closed for the day due to the snow.
333199	他们有他们自己的文化。	Ta1men5 you3 ta1men5 zi4ji3 de5 wen2hua4.	They had a culture of their own.
333200	凡人皆有得意时。	Fan2ren2 jie1 you3 de2yi4 shi2.	Every dog has his day.
333202	他各科全优。	Ta1 ge4 ke1 quan2 you1.	He won the prize for excellence in all subjects.
333203	风刮得太猛，他们没法在公园里玩了。	Feng1 gua1 de5 tai4 meng3, ta1men5 mei2fa3 zai4 gong1yuan2 li3 wan2 le5.	The wind blew too hard for them to play in the park.
333204	不要插手我的事。	Bu4 yao4 cha1shou3 wo3 de5 shi4.	Don't interfere in my affairs.
333205	我怕你没法跟她结婚。	Wo3 pa4 ni3 mei2fa3 gen1 ta1 jie2hun1.	I'm afraid you can't marry her.
